Brand,Model,Type,What Makes It Good,My Experience,Main Features,My Rating,About Brand,Best For,Image URL,Affiliate Link,Features,Our Review,Pros,Cons,Demo
EarthQuaker Devices,Special Cranker,Overdrive/Boost,A single-knob overdrive/boost that adds grit and sparkle without overwhelming your tone.,"I used it to enhance my rhythm parts, and it added a warm, natural drive to my sound.","Single-knob control, compact size, and simple design.",9/10,EarthQuaker Devices delivers simplicity and tonal quality with their boost pedals.,"Alternative, Punk, Lo-Fi",https://www.thomann.de/prodbilder/543571.jpg,https://www.thomann.de/de/earthquaker_devices_devices_special_cranker.htm,,,,,
EarthQuaker Devices,Sunn O))) Life Pedal V3,Distortion/Octave,"A collaboration with Sunn O))), offering massive distortion, analog octave-up, and a versatile boost.","I used it for doom metal, and the crushing distortion filled every corner of the room.","Distortion, octave-up, and boost with three footswitches.",10/10,EarthQuaker Devices consistently creates pedals for heavy and experimental genres.,"Doom Metal, Experimental, Ambient",https://www.thomann.de/prodbilder/554207.jpg,https://www.thomann.de/de/earthquaker_devices_sunn_o_life_pedal_v3.htm,,,,,
EarthQuaker Devices,White Light V2 Overdrive LTD,Overdrive,A limited-edition overdrive with vintage tones and a dynamic response for touch-sensitive playing.,"I used it for blues-rock leads, and the amp-like breakup responded beautifully to my picking dynamics.","Drive, Tone, and Level controls; limited-edition design.",9.5/10,EarthQuaker Devices delivers boutique overdrives with a touch of exclusivity.,"Blues, Rock, Indie",https://www.thomann.de/prodbilder/562649.jpg,https://www.thomann.de/de/earthquaker_devices_white_light_v2_overdrive_ltd.htm,,,,,
EarthQuaker Devices,Sunn O))) Life Pedal V3 Silver,Distortion/Octave,"A silver edition of the collaboration with Sunn O))), delivering earth-shaking distortion and analog octave-up.","I used it for doom riffs, and the massive tone and added octave gave me an apocalyptic sound.","Distortion, analog octave-up, and boost; limited-edition silver finish.",10/10,EarthQuaker Devices consistently pushes the boundaries for heavy and experimental players.,"Doom Metal, Ambient, Experimental",https://www.thomann.de/prodbilder/568960.jpg,https://www.thomann.de/de/earthquaker_devices_sunn_o_life_pedal_v3_silver.htm,,,,,
EarthQuaker Devices,Zoar Dynamic Audio Distortion,Distortion,"A dynamic distortion that responds to your playing intensity, creating tones that shift with your style.","I used it for progressive solos, and the dynamic response added expressiveness to my playing.","Intensity, Tone, and Level controls; compact design.",9.5/10,EarthQuaker Devices excels in creating pedals that adapt to a player’s unique style.,"Rock, Metal, Alternative",https://www.thomann.de/prodbilder/578955.jpg,https://www.thomann.de/de/earthquaker_devices_zoar_dynamic_audio_distortion.htm,,,,,
EarthQuaker Devices,70th Anniv. Plumes S Shredder,Overdrive,"A limited-edition Plumes celebrating EarthQuaker’s anniversary, offering classic overdrive with a boutique edge.","I used it for blues leads, and the transparent overdrive kept my tone punchy and articulate.","Three clipping modes, Tone, and Drive controls; special anniversary finish.",9.5/10,EarthQuaker Devices combines functionality and artistry in their limited-edition releases.,"Blues, Jazz, Classic Rock",https://www.thomann.de/prodbilder/579934.jpg,https://www.thomann.de/de/earthquaker_devices_devices_blumes_signal_shredder.htm,,,,,
EarthQuaker Devices,Blumes Low Signal Shredder,Overdrive/Boost,"A variation of the Plumes, designed specifically for low signals like bass or baritone guitars.","I used it with my bass rig, and it added warmth and grit without losing the low-end clarity.","Three clipping modes, transparent boost, and compact design.",9.5/10,EarthQuaker Devices delivers innovative solutions for diverse instrument setups.,"Alternative, Indie, Lo-Fi",https://www.thomann.de/prodbilder/583306.jpg,https://www.thomann.de/de/earthquaker_devices_blumes_low_signal_shredder.htm,,,,,
EarthQuaker Devices,Dirt Transmitter Fuzz LTD,Fuzz,A limited-edition fuzz with vintage-inspired tones and added versatility for modern players.,"I used it for garage rock riffs, and the gritty, raw fuzz tone stood out in the mix.","Fuzz, Level, and Tone controls; limited-edition finish.",9/10,EarthQuaker Devices is known for blending vintage tones with modern aesthetics.,"Garage Rock, Stoner Rock, Lo-Fi",https://www.thomann.de/prodbilder/600348.jpg,https://www.thomann.de/de/earthquaker_devices_dirt_transmitter_fuzz_ltd.htm,,,,,
EarthQuaker Devices,Spatial Delivery V2,Envelope Filter,A compact envelope filter that delivers funky auto-wah effects and dynamic tone-shaping capabilities.,"I used it for funk grooves, and the responsive filter added a snappy, rhythmic pulse to my sound.","Range, Resonance, and Filter controls; compact design.",9/10,EarthQuaker Devices creates high-quality filters that enhance creativity and dynamics.,"Funk, Psychedelic, Experimental",https://www.thomann.de/prodbilder/429882.jpg,https://www.thomann.de/de/earthquaker_devices_spatial_delivery_v2.htm,,,,,
Electro Harmonix,Nano Clone,Chorus,"A compact version of the legendary Small Clone, delivering lush chorus tones in a pedalboard-friendly size.","I used it for clean strumming, and it added depth and shimmer without taking up much space.","Rate control, analog circuitry, and compact design.",9/10,"Electro Harmonix provides classic tones in practical, space-saving formats.","Pop, Indie, General Use",https://www.thomann.de/prodbilder/198441.jpg,https://www.thomann.de/de/electro_harmonix_nano_clone.htm,,,,,
Electro Harmonix,Stereo Electric Mistress,Flanger/Chorus,"Combines flanger and chorus in one pedal, creating lush, swirling modulation effects.","I used it for ambient layers, and the stereo output made my sound feel huge and immersive.","Flanger/Chorus modes, stereo I/O, and compact design.",9.5/10,Electro Harmonix delivers versatile modulation effects for players of all styles.,"Psychedelic Rock, Shoegaze",https://www.thomann.de/prodbilder/118409.jpg,https://www.thomann.de/de/electro_harmonix_stereo_electric_mistress.htm,,,,,
Electro Harmonix,Worm Modulation Multi FX,Multi-Modulation,"Combines tremolo, vibrato, phaser, and filter effects in one pedal for endless tonal possibilities.","I used it during a studio session, and it handled every modulation need effortlessly.","Four modulation modes, expression pedal input, and compact design.",10/10,Electro Harmonix is a pioneer in multi-effect pedals that inspire creativity.,"Experimental, Indie, Funk",https://www.thomann.de/prodbilder/219381.jpg,https://www.thomann.de/de/electro_harmonix_worm_02.htm,,,,,
Electro Harmonix,Neo Clone,Chorus,"A smaller version of the iconic Small Clone, offering rich, analog chorus tones in a compact design.","I paired it with delay, and the shimmering modulation added a dreamy quality to my tone.","Rate control, analog circuitry, and compact size.",9/10,Electro Harmonix makes classic effects accessible for players with any rig.,"Pop, Indie, Lo-Fi",https://www.thomann.de/prodbilder/250604.jpg,https://www.thomann.de/de/electro_harmonix_neo_clone.htm,,,,,
Electro Harmonix,Good Vibes Univibe,Univibe,Recreates the classic Univibe tones with modern reliability and added expression control for swirling textures.,"I used it for psychedelic leads, and the warm, throbbing modulation was spot on.","Depth, Speed, and Mix controls; expression pedal input.",9.5/10,Electro Harmonix brings iconic vintage effects back with modern improvements.,"Psychedelic Rock, Classic Rock",https://www.thomann.de/prodbilder/359581.jpg,https://www.thomann.de/de/electro_harmonix_good_vibes_univibe.htm,,,,,
Electro Harmonix,Bad Stone,Phaser,A vintage phaser reissue that offers manual and automatic phasing with six sweeping stages.,"I used it for funk rhythms, and the smooth, sweeping effect added movement to my tone.","Six-stage phaser, manual mode, and Rate/Feedback controls.",9.5/10,Electro Harmonix blends vintage character with modern flexibility in their phasers.,"Vintage Rock, Psychedelic",https://www.thomann.de/prodbilder/360538.jpg,https://www.thomann.de/de/electro_harmonix_bad_stone.htm,,,,,
Electro Harmonix,Mod 11 Modulator,Multi-Modulation,"Features 11 modulation effects in one compact pedal, covering chorus, tremolo, phaser, and more.","I used it for live gigs, and the variety of effects made it a versatile addition to my board.","11 modulation modes, tap tempo, and stereo I/O.",10/10,"Electro Harmonix offers professional-grade versatility in their compact, multi-effects pedals.","Versatile Use, Experimental",https://www.thomann.de/prodbilder/472647.jpg,https://www.thomann.de/de/electro_harmonix_mod_11_modulator.htm,,,,,
Electro Harmonix,Eddy Vibrato/Chorus,Vibrato/Chorus,Combines vibrato and chorus effects with extensive tone-shaping options for rich modulation tones.,"I used it for clean chords, and the warm, lush modulation added depth and character.","Tone-shaping controls, expression pedal input, and compact design.",9.5/10,Electro Harmonix continues to innovate by blending classic tones with modern flexibility.,"Indie, Alternative, Blues",https://www.thomann.de/prodbilder/508717.jpg,https://www.thomann.de/de/electro_harmonix_eddy_vibrato_chorus.htm,,,,,
Electro Harmonix,Walking On The Moon Flanger,Flanger,"Offers spacey flanging effects inspired by the iconic Police song, with added versatility for modern players.","I used it for atmospheric leads, and the flanging sweeps were wide and dreamy.","Rate, Depth, and Feedback controls; compact design.",9/10,Electro Harmonix is a master at capturing iconic tones and giving them a fresh spin.,"Shoegaze, Ambient, Post-Rock",https://www.thomann.de/prodbilder/571584.jpg,https://www.thomann.de/de/electro_harmonix_walking_on_the_moon_flanger.htm,,,,,
Electro Harmonix,Deluxe Memory Man,Delay/Modulation,A legendary analog delay that combines warm repeats with lush modulation for timeless tones.,"I used it for lead lines, and the repeats had a rich, musical warmth that sat perfectly in the mix.","Delay, Modulation, and Level controls; bucket-brigade circuitry.",10/10,Electro Harmonix’s Deluxe Memory Man is a staple for players seeking classic analog delay tones.,"Ambient, Cinematic, Post-Rock",https://www.thomann.de/prodbilder/144912.jpg,https://www.thomann.de/de/electro_harmonix_memory_man.htm,,,,,
Electro Harmonix,Slap-Back Echo,Delay,"A compact pedal designed specifically for slapback delay, perfect for rockabilly and vintage tones.","I used it for country riffs, and the short, punchy repeats gave my tone a retro edge.","Fixed delay time, simple controls, and compact design.",9/10,Electro Harmonix provides specialized tools for players looking for specific tonal solutions.,"Vintage Rock, Blues, Lo-Fi",https://www.thomann.de/prodbilder/560820.jpg,https://www.thomann.de/de/electro_harmonix_slap_back_echo.htm,,,,,
Electro Harmonix,Memory Boy,Delay/Modulation,A budget-friendly analog delay that delivers classic bucket-brigade tones with added modulation options.,"I paired it with reverb, and the warm, analog repeats added a vintage vibe to my playing.","Delay, Depth, and Feedback controls; modulation switch.",9/10,Electro Harmonix makes analog delay accessible for players at all levels.,"Lo-Fi, Psychedelic, Shoegaze",https://www.thomann.de/prodbilder/234308.jpg,https://www.thomann.de/de/electro_harmonix_memory_boy.htm,,,,,
Electro Harmonix,Memory Toy,Delay,"A compact analog delay pedal that offers warm, musical repeats in a pedalboard-friendly size.","I used it for slapback and longer repeats, and it handled both beautifully without overwhelming my tone.","Delay, Feedback, and Blend controls; compact design.",9/10,Electro Harmonix offers great tones in small packages for players with space-saving needs.,"Lo-Fi, Ambient, Indie",https://www.thomann.de/prodbilder/235752.jpg,https://www.thomann.de/de/electro_harmonix_memory_toy.htm,,,,,
Electro Harmonix,Deluxe Memory Boy,Delay/Modulation,Expands on the Memory Boy with tap tempo and more modulation options for creative delay tones.,"I used it to sync delays with a drummer, and the tap tempo made it a breeze to stay locked in.","Tap tempo, delay time subdivision, and modulation depth controls.",9.5/10,Electro Harmonix builds on their legacy of analog delay with modern features.,"Experimental, Lo-Fi, Cinematic",https://www.thomann.de/prodbilder/245677.jpg,https://www.thomann.de/de/electro_harmonix_deluxe_memory_boy.htm,,,,,
Electro Harmonix,Deluxe Memory Man TapTempo 550,Delay/Modulation,Combines the classic Deluxe Memory Man sound with tap tempo for added control in live settings.,"I used it for a live set, and the ability to adjust delay times on the fly was a game-changer.","Tap tempo, modulation controls, and analog delay circuitry.",10/10,Electro Harmonix combines vintage charm with modern performance needs in their flagship delays.,"Ambient, Post-Rock, Cinematic",https://www.thomann.de/prodbilder/281135.jpg,https://www.thomann.de/de/electro_harmonix_deluxe_memory_man_taptempo_550.htm,,,,,
Electro Harmonix,Canyon Delay & Looper,Delay/Looper,"Offers 10 delay types and a built-in looper, making it one of the most versatile pedals in a compact design.","I used it for ambient loops, and the variety of delay modes kept things fresh and exciting.","10 delay types, 62-second looper, and tap tempo.",9.5/10,"Electro Harmonix provides incredible versatility in compact, affordable pedals.","Ambient, Soundscapes, Versatile Use",https://www.thomann.de/prodbilder/408110.jpg,https://www.thomann.de/de/electro_harmonix_canyon.htm,,,,,
